SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Multi-Family (2-4 Unit),154 Spruce St,Abington,MA,02351,479900,5,2.0,North Abington,2337,7500,1930,7,205,,Active,,,http://www.redfin.com/MA/Abington/154-Spruce-St-02351/home/143283854,MLS PIN,72213164,N,Y,42.1361741,-70.9353384
MLS Listing,,Multi-Family (2-4 Unit),7 Carmel St,Chelsea,MA,02150,649900,7,3.0,Chelsea,3276,2700,1900,7,198,,Active,,,http://www.redfin.com/MA/Chelsea/7-Carmel-St-02150/home/9015241,MLS PIN,72213162,N,Y,42.4003744,-71.034028
MLS Listing,,Multi-Family (2-4 Unit),97 Jefferson St,Lynn,MA,01902,349900,8,2.0,Lynn,2908,4162,1900,7,120,,Active,August-21-2017 05:30 PM,August-21-2017 07:00 PM,http://www.redfin.com/MA/Lynn/97-Jefferson-St-01902/home/11576644,MLS PIN,72213121,N,Y,42.4714024,-70.9453817
MLS Listing,,Multi-Family (2-4 Unit),80 Boston Ave,Somerville,MA,02144,925000,4,2.0,Somerville,2220,2938,1920,8,417,,Active,,,http://www.redfin.com/MA/Somerville/80-Boston-Ave-02144/home/8698297,MLS PIN,72212916,N,Y,42.3970008,-71.109975
MLS Listing,,Multi-Family (2-4 Unit),17-19 Wheeler St,Somerville,MA,02145,1595000,11,3.0,Somerville,4300,3978,1900,8,371,,Active,,,http://www.redfin.com/MA/Somerville/19-Wheeler-St-02145/home/143235425,MLS PIN,72212809,N,Y,42.3845058,-71.0811131
MLS Listing,,Multi-Family (2-4 Unit),105 Tremont St,Taunton,MA,02780,183750,3,2.0,Taunton,1041,3920,1920,9,177,,Active,,,http://www.redfin.com/MA/Taunton/105-Tremont-St-02780/home/16099981,MLS PIN,72212756,N,Y,41.9072402,-71.1107796
MLS Listing,,Multi-Family (2-4 Unit),3 Grimes St,Boston,MA,02127,1041000,4,3.0,South Boston,2138,992,1890,9,487,,Active,,,http://www.redfin.com/MA/Boston/3-Grimes-St-02127/home/9195640,MLS PIN,72212746,N,Y,42.3342317,-71.0512839
MLS Listing,,Multi-Family (2-4 Unit),25 Mcbride St,Boston,MA,02130,1499000,5,3.0,Boston,2512,4000,1899,9,597,,Active,,,http://www.redfin.com/MA/Boston/25-McBride-St-02130/home/9150002,MLS PIN,72212667,N,Y,42.3058131,-71.1140122
MLS Listing,,Multi-Family (2-4 Unit),77 Willow St,Waltham,MA,02453,699900,6,2.5,Waltham,4306,7350,1900,9,163,,Active,,,http://www.redfin.com/MA/Waltham/77-Willow-St-02453/home/11814414,MLS PIN,72212655,N,Y,42.374211,-71.218605
MLS Listing,,Multi-Family (2-4 Unit),52 Humphreys St,Boston,MA,02125,599000,5,3.0,Dorchester,3827,4137,1900,9,157,,Active,,,http://www.redfin.com/MA/Boston/52-Humphreys-St-02125/home/11833872,MLS PIN,72212614,N,Y,42.3187743,-71.0672515
MLS Listing,,Multi-Family (2-4 Unit),663 BELMONT St,Belmont,MA,02478,985000,5,3.0,Belmont,2669,5543,1924,9,369,,Active,,,http://www.redfin.com/MA/Belmont/663-Belmont-St-02478/home/8429454,MLS PIN,72212529,N,Y,42.3803894,-71.1795668
MLS Listing,,Multi-Family (2-4 Unit),58 Harborview,Winthrop,MA,02152,750000,7,3.0,Winthrop,4005,3855,1900,9,187,,Active,,,http://www.redfin.com/MA/Winthrop/58-Harbor-View-Ave-02152/home/11511928,MLS PIN,72212499,N,Y,42.3676535,-70.9690651
MLS Listing,,Multi-Family (2-4 Unit),27 Everett Ave,Somerville,MA,02145,1450000,8,5.0,East Somerville,4500,5000,1890,9,322,,Active,,,http://www.redfin.com/MA/Somerville/27-Everett-Ave-02145/home/8736022,MLS PIN,72212498,N,Y,42.3871067,-71.0888161
MLS Listing,,Multi-Family (2-4 Unit),50 Trull St,Somerville,MA,02145,899000,4,2.0,Magoun Square,2338,3750,1910,9,385,,Active,,,http://www.redfin.com/MA/Somerville/50-Trull-St-02145/home/8709434,MLS PIN,72212443,N,Y,42.3947289,-71.1040535
MLS Listing,,Multi-Family (2-4 Unit),544 Revere St,Revere,MA,02151,434900,5,2.5,Revere Beach,2104,3162,1930,9,207,,Active,,,http://www.redfin.com/MA/Revere/544-Revere-St-02151/home/143213935,MLS PIN,72212424,N,Y,42.4188191,-70.989894
MLS Listing,,Multi-Family (2-4 Unit),92-94 Creeley Rd,Belmont,MA,02478,1220000,5,3.0,Belmont,3089,7154,1922,9,395,,Active,,,http://www.redfin.com/MA/Belmont/94-Creeley-Rd-02478/home/8432816,MLS PIN,72212397,N,Y,42.3852425,-71.1791558
MLS Listing,,Multi-Family (2-4 Unit),21 Cross St,Reading,MA,01867,789900,6,3.0,Reading,3056,100624,1900,9,258,,Active,,,http://www.redfin.com/MA/Reading/21-Cross-St-01867/home/8673851,MLS PIN,72212278,N,Y,42.512018,-71.10213
MLS Listing,,Multi-Family (2-4 Unit),22 Normandy,Boston,MA,02121,875000,11,3.0,Dorchester's Grove Hall,4272,3528,1905,10,205,,Active,,,http://www.redfin.com/MA/Boston/22-Normandy-St-02121/home/9065012,MLS PIN,72212267,N,Y,42.311299,-71.077984
MLS Listing,,Multi-Family (2-4 Unit),170 High St,Taunton,MA,02780,319000,4,4.0,Taunton,2700,33977,1900,10,118,,Active,,,http://www.redfin.com/MA/Taunton/170-High-St-02780/home/132783220,MLS PIN,72212162,N,Y,41.897819,-71.0902629
MLS Listing,,Multi-Family (2-4 Unit),22 Anita Ter,Boston,MA,02119,1495500,6,3.0,Mission Hill,3147,1837,1900,10,475,,Active,,,http://www.redfin.com/MA/Boston/22-Anita-Ter-02119/home/9290114,MLS PIN,72212062,N,Y,42.3297761,-71.0945926
MLS Listing,,Multi-Family (2-4 Unit),89 Wachusett St,Jamaica Plain,MA,02130,800000,9,4.0,Jamaica Plain,3515,,1900,10,228,,Active,,,http://www.redfin.com/MA/Boston/89-Wachusett-St-02130/home/9151761,LINK Boston,189333,N,Y,42.2951975,-71.1148808
MLS Listing,,Multi-Family (2-4 Unit),74 Thorndike St,Cambridge,MA,02141,2450000,5,4.0,East Cambridge,3076,4500,1900,10,796,,Active,,,http://www.redfin.com/MA/Cambridge/74-Thorndike-St-02141/home/11552315,MLS PIN,72211852,N,Y,42.3696516,-71.0813004
MLS Listing,,Multi-Family (2-4 Unit),362 Shirley St,Winthrop,MA,02152,479900,5,2.0,Winthrop,1800,2210,1920,10,267,,Active,,,http://www.redfin.com/MA/Winthrop/362-Shirley-St-02152/home/11515640,MLS PIN,72211712,N,Y,42.3754674,-70.9731207
MLS Listing,,Multi-Family (5+ Unit),54 Longmeadow Rd,Taunton,MA,02780,650000,10,9.0,Taunton,5389,96671,1880,10,121,,Active,,,http://www.redfin.com/MA/Taunton/54-Longmeadow-Rd-02780/home/108430202,MLS PIN,72211667,N,Y,41.905592,-71.077834
MLS Listing,,Multi-Family (2-4 Unit),26 School St,Malden,MA,02148,489900,2,2.0,Edgeworth,1929,5195,1890,10,254,,Active,,,http://www.redfin.com/MA/Malden/26-School-St-02148/home/11387752,MLS PIN,72211656,N,Y,42.4199288,-71.0811505
MLS Listing,,Multi-Family (2-4 Unit),575 Pearl St,Brockton,MA,02301,489900,5,2.0,Brockton,3000,7187,1872,10,163,,Active,,,http://www.redfin.com/MA/Brockton/575-Pearl-St-02301/home/16336356,MLS PIN,72211621,N,Y,42.069422,-71.065105
MLS Listing,,Multi-Family (2-4 Unit),85-87 Town Hill St,Quincy,MA,02169,395000,6,2.0,Quincy,1078,5876,1930,11,366,,Active,,,http://www.redfin.com/MA/Quincy/87-Town-Hill-St-02169/home/143185304,MLS PIN,72211541,N,Y,42.2422575,-71.0193694
MLS Listing,,Multi-Family (2-4 Unit),13 Auburn,Brockton,MA,02302,419900,5,3.0,Brockton,2850,8538,1885,11,147,,Active,,,http://www.redfin.com/MA/Brockton/13-Auburn-St-02302/home/16317157,MLS PIN,72211465,N,Y,42.063099,-71.0086201
MLS Listing,,Multi-Family (2-4 Unit),10-12 Canal St,Winchester,MA,01890,1240000,6,4.0,Winchester,3071,11325,1907,11,404,,Active,,,http://www.redfin.com/MA/Winchester/12-Canal-St-01890/home/11454037,MLS PIN,72211461,N,Y,42.4617438,-71.1429936
MLS Listing,,Multi-Family (2-4 Unit),92 Otis St,Medford,MA,02155,860000,6,4.5,Medford,4091,7000,1900,11,210,,Active,,,http://www.redfin.com/MA/Medford/92-Otis-St-02155/home/11790218,MLS PIN,72211440,N,Y,42.420415,-71.096587
MLS Listing,,Multi-Family (2-4 Unit),18 State St,Taunton,MA,02780,354899,6,2.0,Taunton,2496,7841,1870,11,142,,Active,,,http://www.redfin.com/MA/Taunton/18-State-St-02780/home/16096534,MLS PIN,72211436,N,Y,41.9212757,-71.0989864
MLS Listing,,Multi-Family (2-4 Unit),719 N Montello St,Brockton,MA,02301,264900,4,2.0,Brockton,1567,4095,1925,11,169,,Active,,,http://www.redfin.com/MA/Brockton/719-N-Montello-St-02301/home/16321610,MLS PIN,72211382,N,Y,42.102301,-71.0196215
MLS Listing,,Multi-Family (2-4 Unit),27 Buttonwood St,Boston,MA,02125,1399000,6,3.0,Dorchester's Savin Hill,3873,1965,1905,11,361,,Active,,,http://www.redfin.com/MA/Boston/27-Buttonwood-St-02125/home/9064916,MLS PIN,72211305,N,Y,42.3199826,-71.055689
MLS Listing,,Multi-Family (2-4 Unit),12-18 Hollis St,Wellesley,MA,02482,3200000,8,9.5,Wellesley,8054,20000,1977,11,397,,Active,,,http://www.redfin.com/MA/Wellesley/18-Hollis-St-02482/home/18956373,MLS PIN,72211304,N,Y,42.2991908,-71.2958537
MLS Listing,,Multi-Family (2-4 Unit),130-132 Elm St,Everett,MA,02149,549000,5,3.0,Everett,2144,3054,1923,11,256,,Active,,,http://www.redfin.com/MA/Everett/132-Elm-St-02149/home/143181423,MLS PIN,72211250,N,Y,42.4133551,-71.0416956
MLS Listing,,Multi-Family (2-4 Unit),170-172 Essex St,Lynn,MA,01902,649900,9,3.0,Lynn,4395,4288,1900,11,148,,Active,,,http://www.redfin.com/MA/Lynn/170-172-Essex-St-01902/home/11564903,MLS PIN,72211220,N,Y,42.4721391,-70.9333768
MLS Listing,,Multi-Family (2-4 Unit),49 Wyman St,Lynn,MA,01905,399900,4,2.0,Lynn,2100,5000,1900,11,190,,Active,,,http://www.redfin.com/MA/Lynn/49-Wyman-St-01905/home/11551881,MLS PIN,72211167,N,Y,42.4661644,-70.9730401
MLS Listing,,Multi-Family (5+ Unit),29 Church St,North Attleboro,MA,02760,695000,9,7.0,North Attleboro,4578,16350,1900,11,152,,Active,,,http://www.redfin.com/MA/North-Attleborough/29-Church-St-02760/home/16059198,MLS PIN,72210967,N,Y,41.9834424,-71.3337006
MLS Listing,,Multi-Family (2-4 Unit),38 Burnett Rd,Revere,MA,02151,799974,6,4.0,Revere,4854,9163,1983,11,165,,Active,,,http://www.redfin.com/MA/Revere/38-Burnett-Rd-02151/home/9047245,MLS PIN,72210966,N,Y,42.4176561,-71.021399
MLS Listing,,Multi-Family (2-4 Unit),4 Jenison St,Newton,MA,02460,1595000,5,3.0,Newton,3792,6967,1915,11,421,,Active,,,http://www.redfin.com/MA/Newton/4-Jenison-St-02460/home/11421533,MLS PIN,72210963,N,Y,42.35654,-71.203952
MLS Listing,,Multi-Family (2-4 Unit),35 Alpine Pl,Franklin,MA,02038,329900,5,2.0,Franklin,1645,10943,1900,11,201,,Active,August-27-2017 12:00 PM,August-27-2017 01:30 PM,http://www.redfin.com/MA/Franklin/35-Alpine-Pl-02038/home/11460003,MLS PIN,72210854,Y,Y,42.0833472,-71.3940891
MLS Listing,,Multi-Family (2-4 Unit),2A Willow Ave,Salem,MA,01970,599000,8,3.0,Salem,3640,3375,1915,12,165,,Active,,,http://www.redfin.com/MA/Salem/2A-Willow-Ave-01970/home/140013747,MLS PIN,72210784,N,Y,42.5095982,-70.8906184
MLS Listing,,Multi-Family (2-4 Unit),21 Rowell St,Boston,MA,02125,900000,6,3.0,Dorchester's Uphams Corner,3123,3117,1905,12,288,,Active,,,http://www.redfin.com/MA/Boston/21-Rowell-St-02125/home/9077272,MLS PIN,72210761,N,Y,42.3137309,-71.0642464
MLS Listing,,Multi-Family (2-4 Unit),17-19 Gage St,Beverly,MA,01915,499900,6,3.0,Beverly,2802,6650,1900,12,178,,Active,,,http://www.redfin.com/MA/Beverly/19-Gage-St-01915/home/11284991,MLS PIN,72210682,N,Y,42.557085,-70.8839175
MLS Listing,,Multi-Family (2-4 Unit),6 Irene St,Burlington,MA,01803,925000,5,3.5,Burlington,4900,20000,1962,12,189,,Active,,,http://www.redfin.com/MA/Burlington/6-Irene-St-01803/home/11775051,MLS PIN,72210680,N,Y,42.533512,-71.210012
MLS Listing,,Multi-Family (2-4 Unit),16 - 18 Cudworth St,Medford,MA,02155,979900,6,2.0,Medford,4794,7270,1906,12,204,,Active,,,http://www.redfin.com/MA/Medford/18-Cudworth-St-02155/home/11792989,MLS PIN,72210585,N,Y,42.415986,-71.101455
MLS Listing,,Multi-Family (2-4 Unit),17 Laurel Ter,Somerville,MA,02143,895000,5,2.5,Somerville,2323,2924,1900,12,385,,Active,,,http://www.redfin.com/MA/Somerville/17-Laurel-Ter-02143/home/8718651,MLS PIN,72210446,N,Y,42.3838445,-71.1037991
MLS Listing,,Multi-Family (2-4 Unit),18 Winnemay St,Natick,MA,01760,699000,5,2.0,Natick,2470,6708,1900,12,283,,Active,,,http://www.redfin.com/MA/Natick/18-Winnemay-St-01760/home/11406790,MLS PIN,72210281,N,Y,42.2891374,-71.3494541
MLS Listing,,Multi-Family (5+ Unit),198-202 Harris St,Revere,MA,02151,849000,6,5.0,Revere,3245,7500,1940,13,262,,Active,,,http://www.redfin.com/MA/Revere/202-Harris-St-02151/home/66767415,MLS PIN,72210179,N,Y,42.410906,-71.003534
MLS Listing,,Multi-Family (2-4 Unit),54 Crescent Ave,Malden,MA,02148,529900,6,2.0,Oak Grove,2873,5000,1865,13,184,,Active,,,http://www.redfin.com/MA/Malden/54-Crescent-Ave-02148/home/11393172,MLS PIN,72210146,N,Y,42.4320286,-71.0671783
MLS Listing,,Multi-Family (2-4 Unit),12 Bay View Ave,Danvers,MA,01923,625000,4,2.0,Danvers,2100,4541,1897,13,298,,Active,,,http://www.redfin.com/MA/Danvers/12-Bayview-Ave-01923/home/11296135,MLS PIN,72210126,N,Y,42.5625549,-70.9313789
MLS Listing,,Multi-Family (2-4 Unit),45 Bullard St,Boston,MA,02121,999000,12,3.0,Dorchester's Mount Bowdoin,4601,3928,1910,13,217,,Active,,,http://www.redfin.com/MA/Boston/45-Bullard-St-02121/home/9075868,MLS PIN,72210086,N,Y,42.3019973,-71.0745808
MLS Listing,,Multi-Family (2-4 Unit),30 Marie Ave,Everett,MA,02149,615000,5,3.0,Everett,2495,3245,1900,13,246,,Active,,,http://www.redfin.com/MA/Everett/30-Marie-Ave-02149/home/8495529,MLS PIN,72210067,N,Y,42.4169531,-71.0483388
MLS Listing,,Multi-Family (2-4 Unit),88-90 Emory,Attleboro,MA,02703,219000,4,2.0,Attleboro,2030,4095,1910,13,108,,Active,,,http://www.redfin.com/MA/Attleboro/90-Emory-St-02703/home/143146300,MLS PIN,72209921,Y,Y,41.9433869,-71.2731011
MLS Listing,,Multi-Family (2-4 Unit),129 Bucknam St,Everett,MA,02149,799000,6,2.5,West Everett,2900,4343,1900,13,276,,Active,,,http://www.redfin.com/MA/Everett/129-Bucknam-St-02149/home/11379719,MLS PIN,72209765,N,Y,42.4125143,-71.0608311
MLS Listing,,Multi-Family (2-4 Unit),133-135 Market St,Brockton,MA,02301,429900,9,3.0,Brockton,3690,5227,1885,14,117,,Active,,,http://www.redfin.com/MA/Brockton/133-Market-St-02301/home/16323829,MLS PIN,72209608,N,Y,42.06189,-71.021378
MLS Listing,,Multi-Family (2-4 Unit),18 Hamilton St,Brockton,MA,02301,275000,6,2.0,Brockton,2461,5706,1889,14,112,,Active,,,http://www.redfin.com/MA/Brockton/18-Hamilton-St-02301/home/16318489,MLS PIN,72209578,N,Y,42.0794872,-71.0301246
MLS Listing,,Multi-Family (2-4 Unit),806 Warren Ave,Brockton,MA,02301,435000,6,2.0,Brockton,2836,7187,1925,15,153,,Active,,,http://www.redfin.com/MA/Brockton/806-Warren-Ave-02301/home/16322737,MLS PIN,72209452,N,Y,42.0694392,-71.0204907
MLS Listing,,Multi-Family (2-4 Unit),837 Saratoga St,Boston,MA,02128,1399999,13,4.0,East Boston,5500,5000,1900,15,255,,Active,,,http://www.redfin.com/MA/Boston/837-Saratoga-St-02128/home/9115013,MLS PIN,72209377,N,Y,42.3846808,-71.01425
MLS Listing,,Multi-Family (2-4 Unit),973 Crescent St,Brockton,MA,02302,349900,6,3.0,Brockton,2608,19950,1920,15,134,,Active,,,http://www.redfin.com/MA/Brockton/973-Crescent-St-02302/home/16336228,MLS PIN,72209339,N,Y,42.0804849,-70.9790022
MLS Listing,,Multi-Family (2-4 Unit),357 Essex St,Lynn,MA,01902,419900,6,2.5,Lynn,2479,2552,1900,16,169,,Active,,,http://www.redfin.com/MA/Lynn/357-Essex-St-01902/home/11326184,MLS PIN,72209167,N,Y,42.4697802,-70.9408954
MLS Listing,,Multi-Family (2-4 Unit),17 Dunlap St,Salem,MA,01970,585000,7,3.0,Salem,3468,3650,1915,16,169,,Active,,,http://www.redfin.com/MA/Salem/17-Dunlap-St-01970/home/8381197,MLS PIN,72209088,N,Y,42.5249544,-70.9054292
MLS Listing,,Multi-Family (2-4 Unit),28 Oliver St,Watertown,MA,02472,1485000,10,5.0,Watertown,3896,7040,1900,16,381,,Active,,,http://www.redfin.com/MA/Watertown/28-Oliver-St-02472/home/11685300,MLS PIN,72209046,N,Y,42.3707492,-71.1828246
MLS Listing,,Multi-Family (2-4 Unit),19-21 Banks St,Waltham,MA,02451,695000,8,3.0,Waltham,2782,5000,1910,16,250,,Active,,,http://www.redfin.com/MA/Waltham/19-Banks-St-02451/home/11812423,MLS PIN,72208969,N,Y,42.376991,-71.249039
MLS Listing,,Multi-Family (2-4 Unit),6-8 Spring St,Plainville,MA,02762,209900,6,3.0,Plainville,2376,12146,1900,16,88,,Active,,,http://www.redfin.com/MA/Plainville/8-Spring-St-02762/home/143099386,MLS PIN,72208737,Y,Y,42.0047563,-71.3345507
MLS Listing,,Multi-Family (2-4 Unit),68 Rand St,Revere,MA,02151,549900,5,2.0,Revere,2042,4000,1983,17,269,,Active,,,http://www.redfin.com/MA/Revere/68-Rand-St-02151/home/11509299,MLS PIN,72208659,N,Y,42.4161685,-71.0303869
MLS Listing,,Multi-Family (2-4 Unit),2 West St,Quincy,MA,02169,594500,6,2.0,South Quincy,2100,7312,1920,17,283,,Active,,,http://www.redfin.com/MA/Quincy/2-West-St-02169/home/8963843,MLS PIN,72208601,N,Y,42.242677,-71.0207258
MLS Listing,,Multi-Family (2-4 Unit),9 Glen St,Boston,MA,02125,1467000,4,3.5,Boston,3392,3070,1927,17,432,,Active,,,http://www.redfin.com/MA/Boston/9-Glen-St-02125/home/9068364,MLS PIN,72208561,N,Y,42.3124924,-71.0671169
MLS Listing,,Multi-Family (2-4 Unit),2 Marianna St,Lynn,MA,01902,529900,5,4.0,East Lynn,2523,2700,1920,17,210,,Active,,,http://www.redfin.com/MA/Lynn/2-Marianna-St-01902/home/11563174,MLS PIN,72208546,N,Y,42.4735731,-70.939576
MLS Listing,,Multi-Family (2-4 Unit),119 thatcher,Brockton,MA,02302,365000,4,2.0,Brockton,1922,19602,1872,17,190,,Active,,,http://www.redfin.com/MA/Brockton/119-Thatcher-St-02302/home/16318985,MLS PIN,72208533,N,Y,42.0757551,-70.9996065
MLS Listing,,Multi-Family (2-4 Unit),9-11 Hesper St,Lynn,MA,01905,469000,4,3.0,Lynn,2016,12008,1991,17,233,,Active,,,http://www.redfin.com/MA/Lynn/9-11-Hesper-St-01905/home/113251783,MLS PIN,72208289,N,Y,42.4678076,-70.9844
MLS Listing,,Multi-Family (2-4 Unit),13 Wiget St,Boston,MA,02113,1950000,5,4.0,North End,2584,1136,1899,17,755,,Active,,,http://www.redfin.com/MA/Boston/13-Wiget-St-02113/home/9278658,MLS PIN,72208197,N,Y,42.364129,-71.056192
MLS Listing,,Multi-Family (2-4 Unit),7-7R Beacon St,Woburn,MA,01801,499900,5,3.0,Woburn,2314,,1840,17,216,,Active,,,http://www.redfin.com/MA/Woburn/7-Beacon-St-01801/home/11815931,MLS PIN,72208139,N,Y,42.4764959,-71.1584012
MLS Listing,,Multi-Family (2-4 Unit),8 Park Rd,Winchester,MA,01890,895000,5,2.5,Winchester,3312,5490,1898,17,270,,Active,,,http://www.redfin.com/MA/Winchester/8-Park-Rd-01890/home/11441735,MLS PIN,72208133,N,Y,42.4581418,-71.1291144
MLS Listing,,Multi-Family (2-4 Unit),661 Cross St,Malden,MA,02148,639900,5,3.0,Malden,1902,2241,1900,18,336,,Active,,,http://www.redfin.com/MA/Malden/661-Cross-St-02148/home/11411346,MLS PIN,72207769,N,Y,42.430598,-71.0543357
MLS Listing,,Multi-Family (2-4 Unit),166 Fayette St,Lynn,MA,01902,515000,6,3.0,Lynn,2382,2797,1900,18,216,,Active,,,http://www.redfin.com/MA/Lynn/166-Fayette-St-01902/home/11563379,MLS PIN,72207728,N,Y,42.4721654,-70.9389519
MLS Listing,,Multi-Family (2-4 Unit),17 Blakeville St,Boston,MA,02121,599900,7,2.0,Boston,3091,4736,1910,18,194,,Active,,,http://www.redfin.com/MA/Boston/17-Blakeville-St-02121/home/11834160,MLS PIN,72207721,N,Y,42.3045042,-71.0705585
MLS Listing,,Multi-Family (2-4 Unit),116 Reed St,Cambridge,MA,02140,899900,2,2.5,Cambridge,1560,3000,1869,18,577,,Active,,,http://www.redfin.com/MA/Cambridge/116-Reed-St-02140/home/11580990,MLS PIN,72207711,N,Y,42.3966326,-71.1323693
MLS Listing,,Multi-Family (2-4 Unit),189-191 Atlantic St,Quincy,MA,02171,879000,8,3.5,Quincy,3488,9930,1920,18,252,,Active,,,http://www.redfin.com/MA/Quincy/191-Atlantic-St-02171/home/143078211,MLS PIN,72207658,N,Y,42.2833294,-71.0271351
MLS Listing,,Multi-Family (2-4 Unit),557 ASH St,Brockton,MA,02301,405000,5,2.0,Brockton,2013,7714,1925,18,201,,Active,,,http://www.redfin.com/MA/Brockton/557-Ash-St-02301/home/16330634,MLS PIN,72207653,N,Y,42.0696546,-71.0349344
MLS Listing,,Multi-Family (2-4 Unit),6 Magnolia St,Boston,MA,02125,619900,5,3.0,Boston,2207,1380,1920,18,281,,Active,,,http://www.redfin.com/MA/Boston/6-Magnolia-St-02125/home/9073514,MLS PIN,72207651,N,Y,42.318527,-71.069682
MLS Listing,,Multi-Family (2-4 Unit),533 Summer Ave,Reading,MA,01867,599900,5,2.5,Reading,2462,29500,1916,18,244,,Active,,,http://www.redfin.com/MA/Reading/533-Summer-Ave-01867/home/8671018,MLS PIN,72207492,N,Y,42.5102446,-71.1017327
MLS Listing,,Multi-Family (2-4 Unit),95 Prentiss St,Somerville,MA,02143,1350000,6,2.5,Somerville,2344,2003,1890,18,576,,Active,,,http://www.redfin.com/MA/Somerville/95-Prentiss-St-02143/home/11795536,MLS PIN,72207480,N,Y,42.3845909,-71.1147203
MLS Listing,,Multi-Family (2-4 Unit),37-39 Porter Rd,Cambridge,MA,02140,1600000,5,2.5,Porter Square,2277,2022,1894,18,703,,Active,,,http://www.redfin.com/MA/Cambridge/39-Porter-Rd-02140/home/11578744,MLS PIN,72207478,N,Y,42.3891131,-71.121
MLS Listing,,Multi-Family (2-4 Unit),161 Cushing St,Cambridge,MA,02138,1450000,4,2.5,Strawberry Hill,2478,5051,1925,18,585,,Active,,,http://www.redfin.com/MA/Cambridge/161-Cushing-St-02138/home/11593357,MLS PIN,72207472,N,Y,42.379276,-71.1521549
MLS Listing,,Multi-Family (2-4 Unit),123 Elm St,Somerville,MA,02144,1350000,6,2.0,Somerville,2276,2940,1900,18,593,,Active,,,http://www.redfin.com/MA/Somerville/123-Elm-St-02144/home/8701956,MLS PIN,72207466,N,Y,42.3905628,-71.1176262
MLS Listing,,Multi-Family (2-4 Unit),141 Falcon St,Boston,MA,02128,599000,6,2.0,East Boston,2108,2187,1910,18,284,,Active,,,http://www.redfin.com/MA/Boston/141-Falcon-St-02128/home/9113755,MLS PIN,72207439,N,Y,42.381784,-71.033097
MLS Listing,,Multi-Family (2-4 Unit),781 WINTHROP Ave,Revere,MA,02151,898900,6,4.0,Beachmont,3302,1949,1900,18,272,,Active,,,http://www.redfin.com/MA/Revere/781-Winthrop-Ave-02151/home/9003018,MLS PIN,72207399,N,Y,42.3957233,-70.98895
